,Index,Computing machine,NumberOfFeatures,NumberOfInstances,aml60train,aml60test,aml600train,aml600test,aml1200train,aml1200test,h2o60train,h2o60test,h2o600train,h2o600test,h2o1200train,h2o1200test,tpot60train,tpot60test,tpot600train,tpot600test,tpot1200train,tpot1200test,ag60train,ag60test,ag600train,ag600test,ag1200train,ag1200test,aml60algo,aml600algo,aml1200algo,h2o60algo,h2o600algo,h2o1200algo,tpot60algo,tpot600algo,tpot1200algo,ag60algo,ag600algo,ag1200algo
130,845,NYU,11,1000,0.9522,0.9437,0.9522,0.9437,0.9522,0.9437,0.993,0.9454,0.9998,0.9475,0.9988,0.9373,0.9988,0.9594,1.0,0.958,0.9994,0.9698,0.9753,0.9582,0.9753,0.9582,0.9753,0.9582,mlp,mlp,mlp,GBM,GradientBoostingClassifier,GBM,XGBoost,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
131,1020,NYU,65,2000,0.9979,0.9994,0.9979,0.9994,0.9979,0.9994,0.9993,0.9983,0.9983,0.9968,1.0,0.9992,1.0,0.9996,1.0,0.9999,1.0,0.9999,1.0,0.9997,1.0,0.9997,1.0,0.9997,random_forest,random_forest,random_forest,XGBoost,MLPClassifier,XGBoost,XGBoost,KNeighborsClassifier,KNeighborsClassifier,LightGBM,KNeighborsUnif,LightGBM
132,971,NYU,77,2000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,extra_trees,extra_trees,extra_trees,DeepLearning,KNeighborsClassifier,XGBoost,GBM,KNeighborsClassifier,KNeighborsClassifier,CatBoost,CatBoost,CatBoost
133,44,NYU,58,4601,0.9851,0.9886,0.9851,0.9886,0.9851,0.9886,0.9991,0.9898,0.9992,0.9875,0.9992,0.9896,0.9934,0.9843,0.9999,0.9886,1.0,0.9877,0.9897,0.9889,0.9897,0.9889,0.9897,0.9889,extra_trees,extra_trees,extra_trees,GBM,ExtraTreesClassifier,XGBoost,GBM,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
134,979,NYU,41,5000,0.9599,0.9654,0.9599,0.9654,0.9599,0.9654,0.9994,0.9579,0.9989,0.9554,0.9994,0.9608,1.0,0.9667,1.0,0.9667,1.0,0.9667,0.9758,0.965,0.9758,0.965,0.9758,0.965,extra_trees,extra_trees,extra_trees,GBM,KNeighborsClassifier,GBM,XGBoost,KNeighborsClassifier,KNeighborsClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
135,718,NYU,101,1000,0.961,0.9309,0.961,0.9309,0.961,0.9309,0.9984,0.9359,0.9996,0.9537,0.9998,0.9291,0.9999,0.9607,0.9981,0.964,0.9958,0.9645,0.9895,0.9379,0.9895,0.9379,0.9895,0.9379,bagging,bagging,bagging,XGBoost,ExtraTreesClassifier,XGBoost,GBM,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
136,715,NYU,26,1000,0.9707,0.9672,0.9707,0.9672,0.9707,0.9672,0.9998,0.9678,1.0,0.9716,1.0,0.9699,0.9979,0.977,0.9999,0.9712,0.9991,0.9792,0.9875,0.9745,0.9875,0.9745,0.9875,0.9745,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,ExtraTreesClassifier,GBM,XGBoost,GradientBoostingClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
137,761,NYU,22,8192,0.9817,0.9821,0.9817,0.9821,0.9817,0.9821,0.9974,0.9834,0.9966,0.9828,0.9939,0.9822,0.996,0.9821,1.0,0.9833,0.9994,0.9832,0.986,0.9854,0.986,0.9854,0.986,0.9854,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,ExtraTreesClassifier,XGBoost,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
138,1453,NYU,38,1077,0.8137,0.8574,0.8137,0.8574,0.8137,0.8574,0.9974,0.7617,0.9726,0.7605,0.9913,0.7978,0.9857,0.8439,0.9889,0.865,0.9889,0.865,0.8369,0.8397,0.8369,0.8397,0.8369,0.8397,extra_trees,extra_trees,extra_trees,DeepLearning,ExtraTreesClassifier,DeepLearning,DeepLearning,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
139,821,NYU,17,22784,0.9473,0.9544,0.9483,0.9532,0.9483,0.9532,0.9841,0.9578,0.9889,0.958,0.9852,0.9569,0.923,0.9233,0.9406,0.9401,0.938,0.9374,0.9599,0.9608,0.9599,0.9608,0.9599,0.9608,random_forest,mlp,mlp,GBM,GradientBoostingClassifier,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
140,31,NYU,21,1000,0.7937,0.7683,0.7937,0.7683,0.7937,0.7683,0.9899,0.7196,0.9948,0.7702,0.9927,0.7551,1.0,0.6367,0.9806,0.7861,0.9806,0.7861,0.8413,0.7633,0.8413,0.7633,0.8413,0.7633,gradient_boosting,gradient_boosting,gradient_boosting,DRF,ExtraTreesClassifier,GBM,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
141,1504,NYU,34,1941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,gradient_boosting,gradient_boosting,gradient_boosting,GBM,DecisionTreeClassifier,GBM,XGBoost,DecisionTreeClassifier,DecisionTreeClassifier,CatBoost,CatBoost,CatBoost
142,849,NYU,26,1000,0.9511,0.9523,0.9511,0.9523,0.9511,0.9523,0.9987,0.9496,0.9998,0.9371,0.9992,0.9453,0.999,0.9496,0.993,0.9714,0.9929,0.9647,0.9657,0.9596,0.9657,0.9596,0.9657,0.9596,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,ExtraTreesClassifier,GBM,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
143,1068,NYU,22,1109,0.8455,0.897,0.8455,0.897,0.8455,0.897,0.8769,0.7957,0.8304,0.7668,0.9056,0.8488,0.99,0.9081,0.9989,0.9137,0.9989,0.9137,0.87,0.8849,0.87,0.8849,0.87,0.8849,extra_trees,extra_trees,extra_trees,XGBoost,ExtraTreesClassifier,XGBoost,GBM,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
144,1022,NYU,241,2000,0.999,0.9983,0.999,0.9983,0.999,0.9983,1.0,0.9956,1.0,0.9986,0.9998,0.9977,1.0,0.9998,1.0,0.9997,1.0,1.0,1.0,0.9997,1.0,0.9997,1.0,0.9997,random_forest,random_forest,random_forest,DeepLearning,KNeighborsClassifier,XGBoost,XGBoost,KNeighborsClassifier,ExtraTreesClassifier,CatBoost,CatBoost,CatBoost
145,981,NYU,69,10108,0.9484,0.9498,0.9484,0.9498,0.9484,0.9498,0.9915,0.9579,0.9929,0.9578,0.983,0.9586,0.9578,0.9473,0.9561,0.9398,0.9561,0.9398,0.9637,0.9603,0.9637,0.9603,0.9637,0.9603,bagging,bagging,bagging,GBM,DecisionTreeClassifier,GBM,GBM,DecisionTreeClassifier,DecisionTreeClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
146,1487,NYU,73,2534,0.9165,0.919,0.9165,0.919,0.9165,0.919,0.9933,0.9389,0.9964,0.9406,0.9802,0.9249,1.0,0.9365,1.0,0.9439,1.0,0.9357,0.913,0.9444,0.913,0.9444,0.913,0.9444,extra_trees,extra_trees,extra_trees,XGBoost,ExtraTreesClassifier,GBM,DeepLearning,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
147,1471,NYU,15,14980,0.9789,0.988,0.9789,0.988,0.9789,0.988,0.9998,0.9929,0.9998,0.993,0.9998,0.9942,1.0,0.9937,1.0,0.9967,1.0,0.9964,0.9969,0.9972,0.9986,0.9985,0.9986,0.9985,mlp,mlp,mlp,GBM,KNeighborsClassifier,GBM,GBM,KNeighborsClassifier,KNeighborsClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
148,995,NYU,48,2000,0.9986,0.9998,0.9986,0.9998,0.9986,0.9998,0.9962,0.9968,0.9999,0.9985,0.999,0.9987,1.0,0.9994,1.0,0.9994,1.0,0.9994,1.0,0.9978,1.0,0.9978,1.0,0.9978,mlp,mlp,mlp,XGBoost,KNeighborsClassifier,XGBoost,XGBoost,KNeighborsClassifier,KNeighborsClassifier,NeuralNetTorch,NeuralNetTorch,NeuralNetTorch
149,143,NYU,17,131072,0.9951,0.9956,0.9951,0.9956,0.9951,0.9956,0.9967,0.9964,0.9966,0.9964,0.9966,0.9964,0.9923,0.993,0.9956,0.9952,0.9951,0.9952,0.9971,0.9965,0.9972,0.9964,0.9972,0.9964,gradient_boosting,gradient_boosting,gradient_boosting,GBM,LogisticRegression,XGBoost,XGBoost,SGDClassifier,LogisticRegression,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
150,3,NYU,37,3196,0.9985,0.9995,0.9985,0.9995,0.9985,0.9995,1.0,0.9998,1.0,0.9999,1.0,0.9997,0.9998,0.9992,1.0,0.9998,1.0,0.9999,1.0,0.9999,1.0,0.9999,1.0,0.9999,random_forest,random_forest,random_forest,XGBoost,GradientBoostingClassifier,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
151,1496,NYU,21,7400,0.9961,0.9965,0.9961,0.9965,0.9961,0.9965,0.9999,0.9968,1.0,0.9966,1.0,0.9966,0.9977,0.9976,0.9978,0.9977,0.9978,0.9977,0.9943,0.9968,0.9943,0.9968,0.9943,0.9968,extra_trees,extra_trees,extra_trees,GBM,GaussianNB,GBM,GBM,GaussianNB,GaussianNB,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
152,1461,NYU,17,45211,0.9241,0.9257,0.9241,0.9257,0.9241,0.9257,0.9591,0.9322,0.967,0.9332,0.9756,0.9324,0.923,0.8982,0.9315,0.9024,0.9315,0.9024,0.9404,0.9366,0.9404,0.9366,0.9404,0.9366,gradient_boosting,gradient_boosting,gradient_boosting,GBM,GaussianNB,GBM,GBM,GaussianNB,GaussianNB,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
153,751,NYU,11,1000,0.9629,0.9658,0.9629,0.9658,0.9629,0.9658,0.9994,0.9682,0.9976,0.9281,0.9981,0.941,0.9984,0.9663,1.0,0.9665,0.991,0.97,0.9822,0.9532,0.9822,0.9532,0.9822,0.9532,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,GradientBoostingClassifier,DeepLearning,DeepLearning,GradientBoostingClassifier,MLPClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
154,1067,NYU,22,2109,0.8164,0.8264,0.8164,0.8264,0.8164,0.8264,0.9693,0.8016,0.9636,0.8182,0.9598,0.8056,0.979,0.8484,0.9906,0.8399,0.9906,0.8399,0.7992,0.826,0.7992,0.826,0.7992,0.826,bagging,bagging,bagging,GBM,ExtraTreesClassifier,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
155,722,NYU,49,15000,0.9985,0.999,0.9985,0.999,0.9985,0.999,1.0,0.9995,1.0,0.9995,1.0,0.9996,0.9973,0.9929,0.9979,0.9939,0.9979,0.9939,0.9994,0.9997,0.9994,0.9997,0.9994,0.9997,random_forest,random_forest,random_forest,GBM,DecisionTreeClassifier,GBM,GBM,DecisionTreeClassifier,DecisionTreeClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
156,802,NYU,19,1945,0.8737,0.8971,0.8737,0.8971,0.8737,0.8971,0.9993,0.9175,0.9983,0.9055,0.9993,0.9198,1.0,0.9137,1.0,0.9148,0.9998,0.9065,0.8875,0.9228,0.8875,0.9228,0.8875,0.9228,extra_trees,extra_trees,extra_trees,GBM,XGBClassifier,XGBoost,GBM,XGBClassifier,XGBClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
157,1547,NYU,21,1000,0.7126,0.698,0.7126,0.698,0.7126,0.698,0.6902,0.6583,0.7524,0.7252,0.706,0.6823,0.8375,0.6523,0.928,0.6897,0.928,0.6897,0.6661,0.7274,0.6661,0.7274,0.6661,0.7274,bagging,bagging,bagging,XGBoost,DecisionTreeClassifier,XGBoost,XGBoost,RandomForestClassifier,RandomForestClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
158,913,NYU,11,1000,0.9683,0.9872,0.9683,0.9872,0.9683,0.9872,0.9999,0.9928,1.0,0.9803,1.0,0.9847,1.0,0.9887,1.0,0.9888,1.0,0.9888,0.9963,0.9905,0.9963,0.9905,0.9963,0.9905,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,GradientBoostingClassifier,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
159,976,NYU,15,9961,0.9994,0.9998,0.9994,0.9998,0.9994,0.9998,1.0,0.9995,0.9992,0.9988,0.9996,0.9995,1.0,0.9998,1.0,0.9999,1.0,1.0,0.9997,0.9999,0.9997,0.9999,0.9997,0.9999,extra_trees,extra_trees,extra_trees,GBM,ExtraTreesClassifier,DeepLearning,DeepLearning,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
160,953,NYU,61,3190,0.9936,0.9915,0.9936,0.9915,0.9936,0.9915,0.9999,0.9881,0.9999,0.9897,0.9998,0.9899,1.0,0.9898,1.0,0.9897,0.9999,0.9894,0.9922,0.9908,0.9922,0.9908,0.9922,0.9908,extra_trees,extra_trees,extra_trees,XGBoost,ExtraTreesClassifier,XGBoost,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
161,993,NYU,61,7019,0.993,0.9886,0.993,0.9886,0.993,0.9886,0.9998,0.9896,0.9998,0.99,0.9998,0.9904,0.9983,0.9893,0.998,0.9902,0.9974,0.9895,0.9941,0.9902,0.9941,0.9902,0.9941,0.9902,gradient_boosting,gradient_boosting,gradient_boosting,GBM,ExtraTreesClassifier,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
162,752,NYU,33,8192,0.9571,0.9566,0.9571,0.9566,0.9571,0.9566,0.9985,0.9592,0.9988,0.9603,0.9988,0.961,0.9683,0.9496,0.9683,0.9496,0.9683,0.9496,0.9678,0.9691,0.9678,0.9691,0.9678,0.9691,gradient_boosting,gradient_boosting,gradient_boosting,GBM,GaussianNB,GBM,GBM,GaussianNB,GaussianNB,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
163,1018,NYU,57,8844,0.8942,0.9003,0.8942,0.9003,0.8942,0.9003,0.9079,0.8999,0.9079,0.8999,0.9079,0.8999,0.9457,0.8985,0.9515,0.898,0.9515,0.898,0.9015,0.8989,0.9015,0.8989,0.9015,0.8989,ada_boost,ada_boost,ada_boost,GLM,RandomForestClassifier,GLM,GLM,RandomForestClassifier,RandomForestClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
164,1050,NYU,38,1563,0.8425,0.8559,0.8425,0.8559,0.8425,0.8559,0.9871,0.8155,0.9539,0.8233,0.9766,0.849,0.9452,0.8425,0.9908,0.8572,0.9949,0.8457,0.85,0.8354,0.85,0.8354,0.85,0.8354,extra_trees,extra_trees,extra_trees,XGBoost,RandomForestClassifier,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
165,797,NYU,51,1000,0.9586,0.9657,0.9586,0.9657,0.9586,0.9657,0.9994,0.9573,0.9997,0.9651,0.9996,0.949,1.0,0.9599,1.0,0.9656,1.0,0.9682,0.9779,0.9663,0.9779,0.9663,0.9779,0.9663,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,GradientBoostingClassifier,XGBoost,XGBoost,ExtraTreesClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
166,806,NYU,51,1000,0.9589,0.9642,0.9589,0.9642,0.9589,0.9642,0.9999,0.964,0.9999,0.959,1.0,0.9502,1.0,0.975,1.0,0.9728,1.0,0.9557,0.9565,0.9563,0.9565,0.9563,0.9565,0.9563,gradient_boosting,gradient_boosting,gradient_boosting,GBM,ExtraTreesClassifier,XGBoost,XGBoost,ExtraTreesClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
167,866,NYU,51,1000,0.9631,0.9759,0.9631,0.9759,0.9631,0.9759,0.9977,0.9719,0.9993,0.9623,0.9985,0.9647,0.9997,0.9789,1.0,0.9713,0.9991,0.9851,0.9671,0.9657,0.9671,0.9657,0.9671,0.9657,gradient_boosting,gradient_boosting,gradient_boosting,GBM,ExtraTreesClassifier,XGBoost,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
168,837,NYU,51,1000,0.9703,0.9779,0.9703,0.9779,0.9703,0.9779,1.0,0.9749,1.0,0.9813,1.0,0.9794,1.0,0.9812,1.0,0.9792,1.0,0.9853,0.984,0.9804,0.984,0.9804,0.984,0.9804,gradient_boosting,gradient_boosting,gradient_boosting,GBM,GradientBoostingClassifier,GBM,XGBoost,ExtraTreesClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
169,897,NYU,16,1161,0.9996,0.9994,0.9996,0.9994,0.9996,0.9994,1.0,0.999,1.0,0.9981,1.0,0.9969,1.0,0.999,1.0,0.9999,1.0,0.9999,1.0,0.9987,1.0,0.9987,1.0,0.9987,logistic_regression,logistic_regression,logistic_regression,GBM,XGBClassifier,GBM,GBM,XGBClassifier,XGBClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
170,903,NYU,26,1000,0.978,0.967,0.978,0.967,0.978,0.967,0.9989,0.9629,0.9997,0.9629,0.9998,0.9638,0.9993,0.978,1.0,0.9756,1.0,0.9756,0.9767,0.9609,0.9767,0.9609,0.9767,0.9609,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,ExtraTreesClassifier,XGBoost,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,XGBoost,XGBoost,XGBoost
171,1494,NYU,42,1055,0.9233,0.9347,0.9233,0.9347,0.9233,0.9347,0.9976,0.9202,0.9753,0.9024,0.9931,0.929,0.9974,0.9385,0.9911,0.9345,0.9924,0.9309,0.9306,0.9309,0.9306,0.9309,0.9306,0.9309,random_forest,random_forest,random_forest,GBM,ExtraTreesClassifier,XGBoost,GBM,LogisticRegression,LogisticRegression,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
172,917,NYU,26,1000,0.9646,0.9749,0.9646,0.9749,0.9646,0.9749,0.9999,0.9767,0.9999,0.9808,1.0,0.9771,0.9978,0.9697,0.9995,0.9784,0.9995,0.9784,0.982,0.9785,0.982,0.9785,0.982,0.9785,gradient_boosting,gradient_boosting,gradient_boosting,GBM,GradientBoostingClassifier,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
173,983,NYU,10,1473,0.7576,0.7871,0.7576,0.7871,0.7576,0.7871,0.8563,0.7879,0.9205,0.7632,0.9455,0.775,0.8684,0.7875,0.8306,0.7917,0.8334,0.7883,0.7925,0.7934,0.7925,0.7934,0.7925,0.7934,gradient_boosting,gradient_boosting,gradient_boosting,GBM,RandomForestClassifier,GBM,GBM,XGBClassifier,XGBClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
174,977,NYU,17,20000,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,1.0,0.9999,1.0,0.9999,1.0,0.9999,0.9996,0.9993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,mlp,mlp,mlp,GBM,LogisticRegression,GBM,GBM,KNeighborsClassifier,KNeighborsClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
175,1021,NYU,11,5473,0.9909,0.9921,0.9909,0.9921,0.9909,0.9921,0.9963,0.9923,0.9986,0.9938,0.995,0.9915,0.9976,0.994,0.9994,0.9944,0.9994,0.9944,0.9942,0.9956,0.9942,0.9956,0.9942,0.9956,gradient_boosting,gradient_boosting,gradient_boosting,GBM,ExtraTreesClassifier,GBM,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
176,980,NYU,65,5620,0.9983,0.9997,0.9983,0.9997,0.9983,0.9997,0.9998,0.9973,0.9999,0.9993,0.9999,0.9991,1.0,0.9999,1.0,0.9999,1.0,0.9999,1.0,0.9999,1.0,0.9999,1.0,0.9999,extra_trees,extra_trees,extra_trees,XGBoost,KNeighborsClassifier,GBM,GBM,KNeighborsClassifier,KNeighborsClassifier,LightGBMXT,LightGBMXT,LightGBMXT
